"Title","Media URL","Pinterest board","Thumbnail","Description","Link","Publish date","Keywords"
"Mats Gustafson — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5fa3f84e16477914a0ea.jpg","vansmithlab.com","","Watercolour, silhouette and silence: fashion illustration as reduction · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/illustrators/mats-gustafson-fashion-illustration-watercolor/","","fashion, graphic-design, art, media-publishing, design, visual culture, VANSMITHLAB"
"Memphis — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/9d6da363636732e41371.jpg","vansmithlab.com","","Color, play and anti-functional energy · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/memphis-color-play-antifunctional-energy/","","product-design, interior-design, graphic-design, fashion, art, design, visual culture, VANSMITHLAB"
"Metabolism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/35a75100628291a0ba0b.jpg","vansmithlab.com","","City as living organism and the architecture of growth · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/metabolism-city-living-organism-architecture-of-growth/","","architecture, product-design, interior-design, graphic-design, photography, design, visual culture, VANSMITHLAB"
"Mezzadro — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/1f88f74bbb4e41f69c20.jpg","vansmithlab.com","","A found industrial element transformed into a domestic object · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/mezzadro-stool/","","object-space, design, visual culture, VANSMITHLAB"
"Michael Graves — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/106e2f3deb9e360ce1b6.jpg","vansmithlab.com","","Ornament, mass design and the architecture of accessibility · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/michael-graves/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Mid-Century Modern — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a44372b0251f0850663a.jpg","vansmithlab.com","","Postwar home, furniture and mass production · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/mid-century-modern-postwar-home-furniture-mass-production/","","architecture, interior-design, product-design, graphic-design, photography, fashion, art, design, visual culture, VANSMITHLAB"
"Minimalism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/48f16bae1b62ad7b53d5.jpg","vansmithlab.com","","Reduction, space and the discipline of form · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/minimalism-reduction-space-discipline-of-form/","","art, architecture, interior-design, fashion, graphic-design, design, visual culture, VANSMITHLAB"
"Minimalism: why absence sometimes costs more than decoration — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/9a414c291a04f547d672.jpg","vansmithlab.com","","Minimalism is expensive not through the number of elements but because it moves cost into the precision of surface, joint, and tolerance. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/analysis/minimalism-why-absence-can-cost-more-than-decoration/","","history-movements, materials, design, visual culture, VANSMITHLAB"
"Miuccia Prada — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e9997d1f29af96c6b284.jpg","vansmithlab.com","","Intellectual fashion and the aesthetic of contradiction: how nylon, the uniform, 'wrong' beauty, architecture and contemporary art changed the language of luxury · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/designers/miuccia-prada/","","fashion, design, visual culture, VANSMITHLAB"
"Modernism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ab489861346ea47af9e3.jpg","vansmithlab.com","","Form follows function · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/modernism-form-follows-function/","","architecture, design, fashion, photography, graphic-design, visual culture, VANSMITHLAB"
"MoMA — Architecture & Design — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2bac21e06bc8250d0207.jpg","vansmithlab.com","","A cultural institution in New York since 1932. It collects architecture and design as interconnected fields, shaping history through exhibitions, acquisitions, archives and research programmes. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/moma-architecture-design/","","art, architecture, graphic-design, product-design, fashion, media-publishing, design, visual culture, VANSMITHLAB"
"MoMA and the making of modern design history — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7aad9860fa20d45d6858.jpg","vansmithlab.com","","The museum did not only collect modern design; it taught the public to treat design as cultural history. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/moma-and-the-making-of-modern-design-history/","","history-movements, space-typologies, design, visual culture, VANSMITHLAB"
"Moment Factory — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b0efdc76ebb79ab32432.jpg","vansmithlab.com","","A studio in Montreal since 2001. It combines light, sound, video, scenography, architecture and interaction in large public and entertainment environments. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/moment-factory/","","graphic-design, art, media-publishing, design, visual culture, VANSMITHLAB"
"Mother — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/db4367050761cbcc9cda.jpg","vansmithlab.com","","A multidisciplinary creative company in London since 1996. It builds an independent culture around authored ideas, collective critique and distinctive brand voice. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/mother/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Motion capture — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c0dd6600674d0d77ec9b.jpg","vansmithlab.com","","Movement is separated from a body and becomes transferable data that can be edited, stored, and applied to another figure. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/motion-capture/","","technology, image-grammar, design, visual culture, VANSMITHLAB"
"Motion Design — Graphic Design Gains Time — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/015d33f0bf3aeffdf3fd.jpg","vansmithlab.com","","Grid, type, form and image begin not only to occupy space but to change state. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/motion-design-graphic-design-gains-time/","","image-grammar, design, visual culture, VANSMITHLAB"
"Motion pipelines — time as a design material — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a12db984137e91a1251a.jpg","vansmithlab.com","","Movement is designed through curves and durations and produced by a pipeline with constraints of its own. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/motion-pipelines-time-as-design-material/","","image-grammar, media-publishing, design, visual culture, VANSMITHLAB"
"Mucho — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3b3e6031f1135b446bc2.jpg","vansmithlab.com","","A studio or agency in Barcelona since 2002. It builds visual systems from a clear idea, typography and editorial thinking, with close attention to everyday applications. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/mucho/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"MUJI: the absence of brand as a brand project — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/044a943faa256da464ac.jpg","vansmithlab.com","","Refusing visible branding itself becomes a brand project, where value is built on rationality and ordinariness. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/muji-no-brand-as-brand-project/","","graphic-design, materials, design, visual culture, VANSMITHLAB"
"Naoto Fukasawa — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4ca3ff02d455977c4c67.jpg","vansmithlab.com","","Design that begins from observing unconscious behaviour rather than from the form of an object. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/industrial-designers/naoto-fukasawa-behaviour-before-form/","","industrial-design, technology, design, visual culture, VANSMITHLAB"
"Neofuturism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/dcb88703291abac99ab7.jpg","vansmithlab.com","","flow, parametrics and the image of the future · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/neofuturism-flow-parametrics-image-of-future/","","architecture, fashion, photography, graphic-design, product-design, interior-design, media-publishing, design, visual culture, VANSMITHLAB"
"NeRF — neural radiance fields — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/fbff569883863ba305ab.jpg","vansmithlab.com","","A set of ordinary photographs becomes a continuous scene representation from which any new viewpoint can be produced. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/nerf-neural-radiance-fields/","","technology, image-grammar, design, visual culture, VANSMITHLAB"
"Neue Nationalgalerie as a Space of Display — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d09972bc4d08007a292d.jpg","vansmithlab.com","","Mies van der Rohe: a free glazed upper platform, concealed lower-level infrastructure, and the museum as tension between universality and specific display. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/neue-nationalgalerie-space-of-display/","","space-typologies, design, visual culture, VANSMITHLAB"
"Neville Brody — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/1f163efa37fc9b158220.jpg","vansmithlab.com","","Typography, subculture and a changing visual language · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/neville-brody-typography-subculture-changing-visual-language/","","graphic-design, media-publishing, fashion, art, design, visual culture, VANSMITHLAB"
"Nick Knight — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/40ffd36cdf2787366821.jpg","vansmithlab.com","","Image-making, fashion film and digital experiment · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/photographers/nick-knight-image-making-fashion-film-digital-experiment/","","photography, fashion, media-publishing, art, graphic-design, design, visual culture, VANSMITHLAB"
"Norm Architects — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a018106883f4968ca537.jpg","vansmithlab.com","","A studio in Copenhagen since 2008. It works with proportion, natural light, tactile materials and human scale, seeking calm spaces without visual emptiness. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/norm-architects/","","interior-design, architecture, product-design, design, visual culture, VANSMITHLAB"
"Norman Foster — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d279cce39dd09ada011f.jpg","vansmithlab.com","","Technology, infrastructure and architecture as a system of efficiency · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/norman-foster/","","architecture, architects, design, visual culture, VANSMITHLAB"
"North Six — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/f5f8fd27b633691bd20d.jpg","vansmithlab.com","","A company in New York since 2001. It organises stills, moving-image and experiential production for fashion, luxury and beauty with attention to local teams and international logistics. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/north-six/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Nylon — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/07d70fe926a7c5a721ae.jpg","vansmithlab.com","","From industrial material to the language of luxury · VANSMITHLAB · AI illustration","https://vansmithlab.com/en/encyclopedia/nylon-industrial-material-to-luxury/","","fashion, design, visual culture, VANSMITHLAB"
"Oak — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/522b8ef680eb61f24e61.jpg","vansmithlab.com","","Wood: grain structure, strength, flooring, furniture and domestic cultural memory. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/oak-grain-durability-cultural-memory/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Ogilvy — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c463f3c8d9882aaeed17.jpg","vansmithlab.com","","An advertising agency in New York since 1948. It combines consumer research, clear argument and long-term brand image, historically insisting on respect for the audience’s intelligence. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/ogilvy/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"OK-RM — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/303f7c6596a7e8f497c0.jpg","vansmithlab.com","","A design studio in London since 2008. It connects graphic design, editorial structure, exhibition space and creative direction, often building projects around sequences of reading. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/ok-rm/","","graphic-design, product-design, media-publishing, design, visual culture, VANSMITHLAB"
"Olivetti Showroom / Carlo Scarpa — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/60c1d7fcbb32ec324ee5.jpg","vansmithlab.com","","A showroom on Piazza San Marco: how architectural detail turns the office machine into a cultural object. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/olivetti-showroom-carlo-scarpa/","","space-typologies, design, visual culture, VANSMITHLAB"
"Olivetti: the company as a total design project — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a4d3a3e1fabc2bca85e7.jpg","vansmithlab.com","","At Olivetti the product, the factory, the graphics, the store, the town, and social policy worked as a single design culture. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/olivetti-company-as-total-design-project/","","industrial-design, graphic-design, design, visual culture, VANSMITHLAB"
"OMA — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a934e1d65558f7185710.jpg","vansmithlab.com","","An architecture practice influential in contemporary form, space and urban thinking in Rotterdam since 1975. It treats architecture as work with programme, density, infrastructure and cultural contradiction; its research arm AMO extends the method beyond buildings. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/oma/","","architecture, interior-design, design, visual culture, VANSMITHLAB"
"Op Art — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/72cd26e0b5add016d340.jpg","vansmithlab.com","","Optical illusion, rhythm and the movement of the gaze · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/op-art-optical-illusion-rhythm-movement-of-gaze/","","art, graphic-design, fashion, photography, product-design, interior-design, architecture, media-publishing, design, visual culture, VANSMITHLAB"
"OpenUSD — the scene as a collaborative document — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e66a106229251e0704bf.jpg","vansmithlab.com","","A format that lets several specialists edit one scene simultaneously without overwriting each other’s work. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/openusd/","","technology, industrial-design, design, visual culture, VANSMITHLAB"
"Organic Modernism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7df8b71d0bf0651b2843.jpg","vansmithlab.com","","Nature, space and soft geometry · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/organic-modernism-nature-space-soft-geometry/","","architecture, interior-design, product-design, photography, graphic-design, design, visual culture, VANSMITHLAB"
"Oscar Niemeyer — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3374e486e9042caf8285.jpg","vansmithlab.com","","The curved line, monumental plasticity and the architecture of modernist Brazil · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/oscar-niemeyer/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Otl Aicher — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/bd70d81128229dc414b2.jpg","vansmithlab.com","","System, pictograms and design as public infrastructure · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/otl-aicher-system-pictograms-public-infrastructure/","","graphic-design, media-publishing, architecture, product-design, design, visual culture, VANSMITHLAB"
"Pablo Picasso — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/095f4e6f95729cd17a00.jpg","vansmithlab.com","","The destruction of form, the production of the image and the power of the artistic myth · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/artists/pablo-picasso/","","art, design, visual culture, VANSMITHLAB"
"Panton Chair — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7acf93e805beb1007e8e.jpg","vansmithlab.com","","One material, continuous form and a new plastics industry · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/panton-chair/","","object-space, design, visual culture, VANSMITHLAB"
"Paolo Roversi — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/865f07c58bb751380f7c.jpg","vansmithlab.com","","Light, duration and the fragile fashion image · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/photographers/paolo-roversi/","","photography, fashion, media-publishing, art, design, visual culture, VANSMITHLAB"
"Parametricism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2eef27f8afa63bce0587.jpg","vansmithlab.com","","Algorithm, Surface and Continuous Form System · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/parametricism-algorithm-surface-continuous-form-system/","","architecture, product-design, interior-design, graphic-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Patina — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/65b4ce9427899a6d86e1.jpg","vansmithlab.com","","Controlled ageing of material · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/patina-controlled-ageing-material/","","architecture, interior-design, product-design, art, design, visual culture, VANSMITHLAB"
"Paul Rand — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5e898ea3e47d19723a51.jpg","vansmithlab.com","","Modernism, wit and corporate identity · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/paul-rand-modernism-wit-corporate-identity/","","graphic-design, media-publishing, art, design, visual culture, VANSMITHLAB"
"Paula Scher — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/74c3f9914da05f66039c.jpg","vansmithlab.com","","Typography, identity and the urban voice · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/paula-scher-typography-identity-urban-voice/","","graphic-design, media-publishing, architecture, interior-design, art, design, visual culture, VANSMITHLAB"
"Pentagram — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/878a1bd22881d6d4da83.jpg","vansmithlab.com","","A design studio in London since 1972. It operates through a partner-led model in which individual practices share one studio across graphics, environments, products, digital systems and strategy. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/pentagram/","","graphic-design, product-design, media-publishing, design, visual culture, VANSMITHLAB"
"Peter Saville — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/f76df3d27ea5f6779e2f.jpg","vansmithlab.com","","Music, code and identity as a cultural system · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/art-directors/peter-saville/","","graphic-design, media-publishing, fashion, art, product-design, art-direction-graphic-design, design, visual culture, VANSMITHLAB"
"Peter Zumthor — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5dd6e79dceb90b30b980.jpg","vansmithlab.com","","Material, atmosphere and the architecture of slow perception · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/peter-zumthor/","","architecture, architects, materials-techniques, design, visual culture, VANSMITHLAB"
"Philip Johnson — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4c05a0ed14cd0c726d4e.jpg","vansmithlab.com","","Glass, influence and the architecture of cultural power · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/philip-johnson/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Philippe Starck — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5b951b1f342e86803409.jpg","vansmithlab.com","","The designer as a public figure and media argument, selling an object together with their own name. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/designers/philippe-starck-designer-as-public-figure/","","industrial-design, media-publishing, design, visual culture, VANSMITHLAB"
"Photobook — Sequence Instead of the Single Frame — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7fa12e37b8451a3107fe.jpg","vansmithlab.com","","A book turns photographs into time: order, scale, paper and page turning become part of the work. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/photobook-sequence-instead-of-single-frame/","","image-grammar, design, visual culture, VANSMITHLAB"
"Photogram — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4af0f3abbbb1d1d565ca.jpg","vansmithlab.com","","The cameraless image constructed through light, contact and time · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/photogram-camera-less-image/","","photography, art, graphic-design, design, visual culture, VANSMITHLAB"
"Photogrammetry — Photography as Spatial Measurement — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/bfdccf4023996aa1d106.jpg","vansmithlab.com","","Overlapping images become measurements from which space is computed. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/photogrammetry-photography-as-spatial-measurement/","","technology, design, visual culture, VANSMITHLAB"
"Photoshop: the history of an image no longer trusted — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/56709ada8a68c90ce3c1.jpg","vansmithlab.com","","The software made the image open, layered, and reversible — and thereby suspect. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/photoshop-history-of-an-image-no-longer-trusted/","","image-grammar, media-publishing, design, visual culture, VANSMITHLAB"
"Phyllis Posnick — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/6d967fbab63a75cd21f4.jpg","vansmithlab.com","","The fashion editor as a co-author of photography: staging, risk and the precision of one image · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/fashion-editors/phyllis-posnick-fashion-editor-image-construction/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Pierre Cardin: How a Fashion House Became a System — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/1e581c11ecb00d3427b4.jpg","vansmithlab.com","","From the House of Worth firm to Pierre Cardin's licensing model as described in the house's official history, this article reads fashion-house influence through authorship, the calendar, cultural memory, and the circulation of a name—not trends alone. · VANSMITHLAB · original AI editorial illustration, 2026","https://vansmithlab.com/en/analysis/four-documented-fashion-house-narratives/","","design, visual culture, VANSMITHLAB"
"Pierre Chareau — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5ee87cbd29445c7bc3a2.jpg","vansmithlab.com","","Interior as mechanism: furniture, glass, movement and the architecture of Maison de Verre · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/interior-designers/pierre-chareau-maison-de-verre-interior/","","interior-design, product-design, architecture, design, visual culture, VANSMITHLAB"
"Pleating — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/104ca2ef5b4604459c2e.jpg","vansmithlab.com","","From hand craft to Issey Miyake's technology · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/pleating-issey-miyake/","","fashion, design, visual culture, VANSMITHLAB"
"Polaroid: image as a physical event — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d3704dfdc53d7374e9f8.jpg","vansmithlab.com","","Instant photography turns a delayed chemical process into an event where camera, material, waiting, and object coincide. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/polaroid-image-as-physical-event/","","image-grammar, materials, design, visual culture, VANSMITHLAB"
"Polly Mellen — EN | VANSMITHLAB","https://vansmithlab.com/images/glossary/fashion-editors/polly-mellen-fashion-editor-risk-image-making-portrait-ai-v1-card-v2.jpg","vansmithlab.com","","Risk, Discipline and the Fashion Editor as Co-Author of the Image · VANSMITHLAB ? original AI editorial portrait, 2026","https://vansmithlab.com/en/glossary/fashion-editors/polly-mellen-fashion-editor-risk-image-making/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Polyester — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/05d5e62ff40d1a9c6ec2.jpg","vansmithlab.com","","Polymers: synthetic fibre, film, mass clothing and technical surface. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/polyester-fibre-film-mass-clothing-surface/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Pop Art — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/bc11e52dd0aa222f2844.jpg","vansmithlab.com","","Mass culture, commodity and image · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/pop-art-mass-culture-commodity-image/","","art, graphic-design, product-design, fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Porcelain — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/23161c489256badf9f8d.jpg","vansmithlab.com","","Ceramics: whiteness, thinness, high heat, tableware and sanitary precision. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/porcelain-whiteness-fire-thin-strength/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"PORTO ROCHA — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4794f70919ec4a92c709.jpg","vansmithlab.com","","A studio or agency in New York since 2020. It connects brand identity, editorial design and digital systems, pursuing expression without giving up structural discipline. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/porto-rocha/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Postmodernism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/408c3e071f463300744b.jpg","vansmithlab.com","","Quotation, irony and the return of the sign · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/postmodernism-quotation-irony-return-of-sign/","","art, architecture, interior-design, fashion, graphic-design, photography, product-design, design, visual culture, VANSMITHLAB"
"Prada Epicenter New York / OMA — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/dca04b45e5e98e0fdceb.jpg","vansmithlab.com","","The store as public space, gallery, stage, and laboratory for new retail scenarios. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/prada-epicenter-new-york-oma/","","space-typologies, design, visual culture, VANSMITHLAB"
"Prada Epicenter: when the store became a research project — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/92f8edf81ba7f5ca1e71.jpg","vansmithlab.com","","Retail space was designed not as brand decor but as research into shopping, publicness, and media. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/prada-epicenter-when-store-became-research-project/","","space-typologies, media-publishing, design, visual culture, VANSMITHLAB"
"Printing — the image as a reproducible surface — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5b6174cebbe70607aae9.jpg","vansmithlab.com","","Printing turns an image into an edition, and each printing method leaves its own trace in the picture’s structure. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/printing-image-as-reproducible-surface/","","image-grammar, materials, design, visual culture, VANSMITHLAB"
"Production processes — the object as a sequence of operations — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a5cc143057af93c19f9f.jpg","vansmithlab.com","","An object’s form is determined not by a sketch but by the order of operations, tolerances, and tooling cost. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/production-processes-object-as-manufacturing-sequence/","","industrial-design, materials, design, visual culture, VANSMITHLAB"
"Production Type — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ae9713b2f882f092194c.jpg","vansmithlab.com","","A type studio in Paris since 2014. It creates retail and custom typefaces for publishing, industry, fashion and luxury with attention to multilingual and technical requirements. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/production-type/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Prototyping — design as a testable hypothesis — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/f0a28dfb2ca40619da2d.jpg","vansmithlab.com","","A prototype is valuable not for resembling a product but for which question it allows to be closed. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/prototyping-design-as-testable-hypothesis/","","industrial-design, technology, design, visual culture, VANSMITHLAB"
"R/GA — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5fc456ade871d4f28b9e.jpg","vansmithlab.com","","A multidisciplinary creative company in New York since 1977. It repeatedly changed its own model with technology, moving from screen graphics and film production to networked products, services and organisational transformation. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/rga/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
