"Title","Media URL","Pinterest board","Thumbnail","Description","Link","Publish date","Keywords"
"Judith Clark — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/82ec8274e69833d29abf.jpg","vansmithlab.com","","Exhibition as a thinking device: fashion, space, scale and museum critique · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/curators/judith-clark-fashion-exhibition-museology/","","fashion, art, interior-design, media-publishing, design, visual culture, VANSMITHLAB"
"Norm Architects — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a018106883f4968ca537.jpg","vansmithlab.com","","A studio in Copenhagen since 2008. It works with proportion, natural light, tactile materials and human scale, seeking calm spaces without visual emptiness. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/norm-architects/","","interior-design, architecture, product-design, design, visual culture, VANSMITHLAB"
"Norman Foster — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d279cce39dd09ada011f.jpg","vansmithlab.com","","Technology, infrastructure and architecture as a system of efficiency · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/norman-foster/","","architecture, architects, design, visual culture, VANSMITHLAB"
"North Six — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/f5f8fd27b633691bd20d.jpg","vansmithlab.com","","A company in New York since 2001. It organises stills, moving-image and experiential production for fashion, luxury and beauty with attention to local teams and international logistics. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/north-six/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Nylon — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/07d70fe926a7c5a721ae.jpg","vansmithlab.com","","From industrial material to the language of luxury · VANSMITHLAB · AI illustration","https://vansmithlab.com/en/encyclopedia/nylon-industrial-material-to-luxury/","","fashion, design, visual culture, VANSMITHLAB"
"Oak — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/522b8ef680eb61f24e61.jpg","vansmithlab.com","","Wood: grain structure, strength, flooring, furniture and domestic cultural memory. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/oak-grain-durability-cultural-memory/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Ogilvy — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c463f3c8d9882aaeed17.jpg","vansmithlab.com","","An advertising agency in New York since 1948. It combines consumer research, clear argument and long-term brand image, historically insisting on respect for the audience’s intelligence. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/ogilvy/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"OK-RM — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/303f7c6596a7e8f497c0.jpg","vansmithlab.com","","A design studio in London since 2008. It connects graphic design, editorial structure, exhibition space and creative direction, often building projects around sequences of reading. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/ok-rm/","","graphic-design, product-design, media-publishing, design, visual culture, VANSMITHLAB"
"Olivetti Showroom / Carlo Scarpa — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/60c1d7fcbb32ec324ee5.jpg","vansmithlab.com","","A showroom on Piazza San Marco: how architectural detail turns the office machine into a cultural object. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/olivetti-showroom-carlo-scarpa/","","space-typologies, design, visual culture, VANSMITHLAB"
"Olivetti: the company as a total design project — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a4d3a3e1fabc2bca85e7.jpg","vansmithlab.com","","At Olivetti the product, the factory, the graphics, the store, the town, and social policy worked as a single design culture. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/olivetti-company-as-total-design-project/","","industrial-design, graphic-design, design, visual culture, VANSMITHLAB"
"OMA — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a934e1d65558f7185710.jpg","vansmithlab.com","","An architecture practice influential in contemporary form, space and urban thinking in Rotterdam since 1975. It treats architecture as work with programme, density, infrastructure and cultural contradiction; its research arm AMO extends the method beyond buildings. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/oma/","","architecture, interior-design, design, visual culture, VANSMITHLAB"
"Op Art — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/72cd26e0b5add016d340.jpg","vansmithlab.com","","Optical illusion, rhythm and the movement of the gaze · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/op-art-optical-illusion-rhythm-movement-of-gaze/","","art, graphic-design, fashion, photography, product-design, interior-design, architecture, media-publishing, design, visual culture, VANSMITHLAB"
"OpenUSD — the scene as a collaborative document — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e66a106229251e0704bf.jpg","vansmithlab.com","","A format that lets several specialists edit one scene simultaneously without overwriting each other’s work. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/openusd/","","technology, industrial-design, design, visual culture, VANSMITHLAB"
"Organic Modernism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7df8b71d0bf0651b2843.jpg","vansmithlab.com","","Nature, space and soft geometry · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/organic-modernism-nature-space-soft-geometry/","","architecture, interior-design, product-design, photography, graphic-design, design, visual culture, VANSMITHLAB"
"Oscar Niemeyer — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3374e486e9042caf8285.jpg","vansmithlab.com","","The curved line, monumental plasticity and the architecture of modernist Brazil · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/oscar-niemeyer/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Otl Aicher — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/bd70d81128229dc414b2.jpg","vansmithlab.com","","System, pictograms and design as public infrastructure · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/otl-aicher-system-pictograms-public-infrastructure/","","graphic-design, media-publishing, architecture, product-design, design, visual culture, VANSMITHLAB"
"Pablo Picasso — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/095f4e6f95729cd17a00.jpg","vansmithlab.com","","The destruction of form, the production of the image and the power of the artistic myth · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/artists/pablo-picasso/","","art, design, visual culture, VANSMITHLAB"
"Panton Chair — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7acf93e805beb1007e8e.jpg","vansmithlab.com","","One material, continuous form and a new plastics industry · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/panton-chair/","","object-space, design, visual culture, VANSMITHLAB"
"Paolo Roversi — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/865f07c58bb751380f7c.jpg","vansmithlab.com","","Light, duration and the fragile fashion image · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/photographers/paolo-roversi/","","photography, fashion, media-publishing, art, design, visual culture, VANSMITHLAB"
"Parametricism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2eef27f8afa63bce0587.jpg","vansmithlab.com","","Algorithm, Surface and Continuous Form System · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/parametricism-algorithm-surface-continuous-form-system/","","architecture, product-design, interior-design, graphic-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Patina — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/65b4ce9427899a6d86e1.jpg","vansmithlab.com","","Controlled ageing of material · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/patina-controlled-ageing-material/","","architecture, interior-design, product-design, art, design, visual culture, VANSMITHLAB"
"Paul Rand — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5e898ea3e47d19723a51.jpg","vansmithlab.com","","Modernism, wit and corporate identity · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/paul-rand-modernism-wit-corporate-identity/","","graphic-design, media-publishing, art, design, visual culture, VANSMITHLAB"
"Paula Scher — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/74c3f9914da05f66039c.jpg","vansmithlab.com","","Typography, identity and the urban voice · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/paula-scher-typography-identity-urban-voice/","","graphic-design, media-publishing, architecture, interior-design, art, design, visual culture, VANSMITHLAB"
"Pentagram — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/878a1bd22881d6d4da83.jpg","vansmithlab.com","","A design studio in London since 1972. It operates through a partner-led model in which individual practices share one studio across graphics, environments, products, digital systems and strategy. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/pentagram/","","graphic-design, product-design, media-publishing, design, visual culture, VANSMITHLAB"
"Peter Saville — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/f76df3d27ea5f6779e2f.jpg","vansmithlab.com","","Music, code and identity as a cultural system · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/art-directors/peter-saville/","","graphic-design, media-publishing, fashion, art, product-design, art-direction-graphic-design, design, visual culture, VANSMITHLAB"
"Peter Zumthor — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5dd6e79dceb90b30b980.jpg","vansmithlab.com","","Material, atmosphere and the architecture of slow perception · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/peter-zumthor/","","architecture, architects, materials-techniques, design, visual culture, VANSMITHLAB"
"Philip Johnson — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4c05a0ed14cd0c726d4e.jpg","vansmithlab.com","","Glass, influence and the architecture of cultural power · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/philip-johnson/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Philippe Starck — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5b951b1f342e86803409.jpg","vansmithlab.com","","The designer as a public figure and media argument, selling an object together with their own name. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/designers/philippe-starck-designer-as-public-figure/","","industrial-design, media-publishing, design, visual culture, VANSMITHLAB"
"Photobook — Sequence Instead of the Single Frame — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7fa12e37b8451a3107fe.jpg","vansmithlab.com","","A book turns photographs into time: order, scale, paper and page turning become part of the work. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/photobook-sequence-instead-of-single-frame/","","image-grammar, design, visual culture, VANSMITHLAB"
"Photogram — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4af0f3abbbb1d1d565ca.jpg","vansmithlab.com","","The cameraless image constructed through light, contact and time · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/photogram-camera-less-image/","","photography, art, graphic-design, design, visual culture, VANSMITHLAB"
"Photogrammetry — Photography as Spatial Measurement — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/bfdccf4023996aa1d106.jpg","vansmithlab.com","","Overlapping images become measurements from which space is computed. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/photogrammetry-photography-as-spatial-measurement/","","technology, design, visual culture, VANSMITHLAB"
"Photoshop: the history of an image no longer trusted — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/56709ada8a68c90ce3c1.jpg","vansmithlab.com","","The software made the image open, layered, and reversible — and thereby suspect. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/photoshop-history-of-an-image-no-longer-trusted/","","image-grammar, media-publishing, design, visual culture, VANSMITHLAB"
"Phyllis Posnick — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/6d967fbab63a75cd21f4.jpg","vansmithlab.com","","The fashion editor as a co-author of photography: staging, risk and the precision of one image · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/fashion-editors/phyllis-posnick-fashion-editor-image-construction/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Pierre Cardin: How a Fashion House Became a System — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/1e581c11ecb00d3427b4.jpg","vansmithlab.com","","From the House of Worth firm to Pierre Cardin's licensing model as described in the house's official history, this article reads fashion-house influence through authorship, the calendar, cultural memory, and the circulation of a name—not trends alone. · VANSMITHLAB · original AI editorial illustration, 2026","https://vansmithlab.com/en/analysis/four-documented-fashion-house-narratives/","","design, visual culture, VANSMITHLAB"
"Pierre Chareau — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5ee87cbd29445c7bc3a2.jpg","vansmithlab.com","","Interior as mechanism: furniture, glass, movement and the architecture of Maison de Verre · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/interior-designers/pierre-chareau-maison-de-verre-interior/","","interior-design, product-design, architecture, design, visual culture, VANSMITHLAB"
"Pleating — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/104ca2ef5b4604459c2e.jpg","vansmithlab.com","","From hand craft to Issey Miyake's technology · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/pleating-issey-miyake/","","fashion, design, visual culture, VANSMITHLAB"
"Polaroid: image as a physical event — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d3704dfdc53d7374e9f8.jpg","vansmithlab.com","","Instant photography turns a delayed chemical process into an event where camera, material, waiting, and object coincide. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/polaroid-image-as-physical-event/","","image-grammar, materials, design, visual culture, VANSMITHLAB"
"Polly Mellen — EN | VANSMITHLAB","https://vansmithlab.com/images/glossary/fashion-editors/polly-mellen-fashion-editor-risk-image-making-portrait-ai-v1-card-v2.jpg","vansmithlab.com","","Risk, Discipline and the Fashion Editor as Co-Author of the Image · VANSMITHLAB ? original AI editorial portrait, 2026","https://vansmithlab.com/en/glossary/fashion-editors/polly-mellen-fashion-editor-risk-image-making/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Polyester — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/05d5e62ff40d1a9c6ec2.jpg","vansmithlab.com","","Polymers: synthetic fibre, film, mass clothing and technical surface. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/polyester-fibre-film-mass-clothing-surface/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Pop Art — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/bc11e52dd0aa222f2844.jpg","vansmithlab.com","","Mass culture, commodity and image · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/pop-art-mass-culture-commodity-image/","","art, graphic-design, product-design, fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Porcelain — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/23161c489256badf9f8d.jpg","vansmithlab.com","","Ceramics: whiteness, thinness, high heat, tableware and sanitary precision. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/porcelain-whiteness-fire-thin-strength/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"PORTO ROCHA — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4794f70919ec4a92c709.jpg","vansmithlab.com","","A studio or agency in New York since 2020. It connects brand identity, editorial design and digital systems, pursuing expression without giving up structural discipline. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/porto-rocha/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Postmodernism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/408c3e071f463300744b.jpg","vansmithlab.com","","Quotation, irony and the return of the sign · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/postmodernism-quotation-irony-return-of-sign/","","art, architecture, interior-design, fashion, graphic-design, photography, product-design, design, visual culture, VANSMITHLAB"
"Prada Epicenter New York / OMA — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/dca04b45e5e98e0fdceb.jpg","vansmithlab.com","","The store as public space, gallery, stage, and laboratory for new retail scenarios. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/prada-epicenter-new-york-oma/","","space-typologies, design, visual culture, VANSMITHLAB"
"Prada Epicenter: when the store became a research project — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/92f8edf81ba7f5ca1e71.jpg","vansmithlab.com","","Retail space was designed not as brand decor but as research into shopping, publicness, and media. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/prada-epicenter-when-store-became-research-project/","","space-typologies, media-publishing, design, visual culture, VANSMITHLAB"
"Printing — the image as a reproducible surface — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5b6174cebbe70607aae9.jpg","vansmithlab.com","","Printing turns an image into an edition, and each printing method leaves its own trace in the picture’s structure. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/printing-image-as-reproducible-surface/","","image-grammar, materials, design, visual culture, VANSMITHLAB"
"Production processes — the object as a sequence of operations — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a5cc143057af93c19f9f.jpg","vansmithlab.com","","An object’s form is determined not by a sketch but by the order of operations, tolerances, and tooling cost. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/production-processes-object-as-manufacturing-sequence/","","industrial-design, materials, design, visual culture, VANSMITHLAB"
"Production Type — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ae9713b2f882f092194c.jpg","vansmithlab.com","","A type studio in Paris since 2014. It creates retail and custom typefaces for publishing, industry, fashion and luxury with attention to multilingual and technical requirements. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/production-type/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Prototyping — design as a testable hypothesis — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/f0a28dfb2ca40619da2d.jpg","vansmithlab.com","","A prototype is valuable not for resembling a product but for which question it allows to be closed. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/prototyping-design-as-testable-hypothesis/","","industrial-design, technology, design, visual culture, VANSMITHLAB"
"R/GA — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5fc456ade871d4f28b9e.jpg","vansmithlab.com","","A multidisciplinary creative company in New York since 1977. It repeatedly changed its own model with technology, moving from screen graphics and film production to networked products, services and organisational transformation. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/rga/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Radical Design — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3a52b51546146f9995f1.jpg","vansmithlab.com","","Protest, utopia and anti-commercial form · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/radical-design-protest-utopia-anticommercial-form/","","product-design, interior-design, architecture, art, graphic-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Random International — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/8d77f20583f49d70da37.jpg","vansmithlab.com","","An art studio in London since 2005. It uses sensors, light, movement and physical processes so viewers experience technological systems through their own bodies and behaviour. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/random-international/","","art, media-publishing, design, visual culture, VANSMITHLAB"
"Ray Petri — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/afca952cc2342df8c30c.jpg","vansmithlab.com","","Buffalo, new masculinity and the stylist as cultural image-maker · VANSMITHLAB · original editorial AI illustration, 2026","https://vansmithlab.com/en/glossary/stylists/ray-petri-buffalo-styling-new-masculinity/","","fashion, photography, media-publishing, art, design, visual culture, VANSMITHLAB"
"Re-edition — the classic object as contemporary production — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3c39e351407016c637bb.jpg","vansmithlab.com","","A re-edition creates a new legitimate object rather than a copy: the difference lies in rights and in production documentation. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/re-edition-classic-object-as-contemporary-production/","","industrial-design, history-movements, design, visual culture, VANSMITHLAB"
"Ready-to-Wear — Designer Clothing as an Industrial System — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3f3f1d9e33dc46e9b0a0.jpg","vansmithlab.com","","How sizing, series, calendar, factory and retail turned designer clothing into a reproducible product. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/ready-to-wear-designer-clothing-as-industrial-system/","","fashion-systems, design, visual culture, VANSMITHLAB"
"Real-time engines — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2ed718d060c1db5d8727.jpg","vansmithlab.com","","The image is computed in milliseconds, which moves the decision out of post-production and back onto the set. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/real-time-engines/","","technology, image-grammar, design, visual culture, VANSMITHLAB"
"Refik Anadol Studio — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a845e0f148b8f592fa7b.jpg","vansmithlab.com","","An art studio in Los Angeles since 2014. It uses large datasets, machine learning and architectural surfaces to create moving abstract environments in which computation becomes visible form. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/refik-anadol-studio/","","art, media-publishing, design, visual culture, VANSMITHLAB"
"Rei Kawakubo — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/bcdb73ea09c67d99ef17.jpg","vansmithlab.com","","Clothing as a conceptual object: how Comme des Garçons destroyed habitual ideas of beauty, the body, authorship and the very boundary between fashion and art · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/designers/rei-kawakubo/","","fashion, design, visual culture, VANSMITHLAB"
"Rem Koolhaas — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4273218236caa612d15d.jpg","vansmithlab.com","","Architecture as the investigation of the city, programme, scale and contemporary power · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/rem-koolhaas/","","architecture, architects, thematic-research, design, visual culture, VANSMITHLAB"
"René Gruau — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/21b5c9241a2f6b01bea3.jpg","vansmithlab.com","","Line, Glamour and Fashion Illustration as a System of Visual Reduction · VANSMITHLAB · original editorial AI illustration, 2026","https://vansmithlab.com/en/glossary/illustrators/rene-gruau-line-glamour-fashion-illustration/","","fashion, graphic-design, media-publishing, art, design, visual culture, VANSMITHLAB"
"René Magritte — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/cb270c5795bbb132d942.jpg","vansmithlab.com","","Image, language and the mystery of the everyday · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/artists/rene-magritte/","","art, design, visual culture, VANSMITHLAB"
"Renzo Piano — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c5ce7db077af2afec8bf.jpg","vansmithlab.com","","The lightness of construction, the craft of technology and the architecture of natural light · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/renzo-piano/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Retouching — From Negative to Digital Image — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c5ab9f32d8835ca549e6.jpg","vansmithlab.com","","Correction, interpretation and power over the photographic surface existed long before Photoshop. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/retouching-from-negative-to-digital-image/","","image-grammar, design, visual culture, VANSMITHLAB"
"Reyner Banham — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3c1d48d77228c91b0e67.jpg","vansmithlab.com","","Architecture after style: technology, climate, pop culture and environmental criticism · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/critics-theorists/reyner-banham-technology-architecture-criticism/","","architecture, product-design, media-publishing, design, visual culture, VANSMITHLAB"
"Richard Meier — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a08348da827bbc9bbf6c.jpg","vansmithlab.com","","White light, geometry and the architecture of modernist continuity · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/richard-meier/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Richard Rogers — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/283e50441564538a7c66.jpg","vansmithlab.com","","Architecture of open systems, urban publicness and technological expressiveness · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/richard-rogers/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Robert Venturi and Denise Scott Brown — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/66d6289dc654b663c471.jpg","vansmithlab.com","","Sign, the everyday city and the architecture of complex meaning · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/venturi-scott-brown/","","architecture, architects, thematic-research, design, visual culture, VANSMITHLAB"
"Sacco — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a608c4ecae787ef6ebeb.jpg","vansmithlab.com","","The anti-chair: free posture and unfixed form · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/sacco-chair/","","object-space, design, visual culture, VANSMITHLAB"
"Salvador Dalí — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2e9a7de92c270ae655c3.jpg","vansmithlab.com","","Paranoia, spectacle and the production of one's own myth · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/artists/salvador-dali/","","art, design, visual culture, VANSMITHLAB"
"SANAA — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e311ff7e9e8e2ea78b09.jpg","vansmithlab.com","","An architecture practice influential in contemporary form, space and urban thinking in Tokyo since 1995. It builds space through light structures, thin boundaries, reflection and continuous movement. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/sanaa/","","architecture, interior-design, architects, design, visual culture, VANSMITHLAB"
"Santiago Calatrava — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/0da70ea84effcb764b7f.jpg","vansmithlab.com","","Movement, structure and the architecture of the engineering image · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/santiago-calatrava/","","architecture, art, architects, artists, design, visual culture, VANSMITHLAB"
"Sarah Moon — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/9adb77dda9063c0991cc.jpg","vansmithlab.com","","Fashion as memory, fiction and the disappearing image · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/photographers/sarah-moon-fashion-memory-fiction-disappearing-image/","","photography, fashion, media-publishing, art, design, visual culture, VANSMITHLAB"
"Saul Bass — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a0d9f84902e2b24ba2a0.jpg","vansmithlab.com","","Symbol, motion and film as a visual system · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/saul-bass-symbol-motion-film-visual-system/","","graphic-design, media-publishing, art, design, visual culture, VANSMITHLAB"
"SCAPE — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2f567b1fe4c2e76f6c8a.jpg","vansmithlab.com","","A landscape practice in New York since 2007. It connects ecological restoration, public life and protective infrastructure, especially in coastal and climate-vulnerable territories. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/scape/","","architecture, design, visual culture, VANSMITHLAB"
"Schiaparelli: surrealism as a method for a fashion house — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2281b7f1036c5d59aa93.jpg","vansmithlab.com","","The house that first made artistic collaboration a working procedure rather than a promotional exercise. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/schiaparelli/","","fashion-systems, history-movements, design, visual culture, VANSMITHLAB"
