"Title","Media URL","Pinterest board","Thumbnail","Description","Link","Publish date","Keywords"
"032c — Berlin Culture, Fashion and the Magazine as a Production System — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/12ed2c4700049d7ee6db.jpg","vansmithlab.com","","A Berlin magazine, fashion brand, gallery, store and archive operating as one cultural production system. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/032c-berlin-culture-fashion-magazine-as-production-system/","","fashion, media-publishing, art, graphic-design, design, visual culture, VANSMITHLAB"
"CNC — The Digital Model as a Machine Instruction — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b202f4901d5af2b61647.jpg","vansmithlab.com","","A file becomes a toolpath and geometry becomes a sequence of controlled movements. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/cnc-digital-model-as-machine-instruction/","","technology, design, visual culture, VANSMITHLAB"
"COLLINS — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ee605628c44b728cfea0.jpg","vansmithlab.com","","A studio or agency in New York since 2008. It connects cultural research, typography, narrative and system building so visual language supports a new organisational position. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/collins/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Color Grading — Color as an Authorial Decision — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/8c83480c0eaf3fdfcaa5.jpg","vansmithlab.com","","Color is not a final filter but a managed chain from capture to publication. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/color-grading-color-as-authorial-decision/","","image-grammar, design, visual culture, VANSMITHLAB"
"Colour systems — from standard to sensation — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/93993b0aae5b1f307af7.jpg","vansmithlab.com","","Colour as sensation and colour as number are linked by a chain of agreements, every link of which can be broken. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/color-systems-from-standard-to-sensation/","","image-grammar, technology, design, visual culture, VANSMITHLAB"
"Comme des Garçons: negation of the norm as a production system — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d3878ca9294c87246564.jpg","vansmithlab.com","","A house where a radical main line is funded by a branched system of labels, and the store operates as an exhibition. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/comme-des-garcons/","","fashion-systems, space-typologies, design, visual culture, VANSMITHLAB"
"Commercial Type — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d98841e41f921d5b6f74.jpg","vansmithlab.com","","A type studio in London and New York since 2007. It creates retail and custom type families through historical research, precise typographic systems and the demands of contemporary media. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/commercial-type/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Compositing — An Image from Multiple Realities — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/58bf6e95e804268862ab.jpg","vansmithlab.com","","One plausible frame can be assembled from different times, places, exposures and sources. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/compositing-image-from-multiple-realities/","","image-grammar, design, visual culture, VANSMITHLAB"
"Concrete — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/15524825492a09abddf9.jpg","vansmithlab.com","","Architectural and visual material · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/concrete-architectural-visual-material/","","architecture, design, visual culture, VANSMITHLAB"
"Constructivism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5d20dce8f2483d9658d0.jpg","vansmithlab.com","","Engineering, agitation and a new visual discipline · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/constructivism-engineering-agitation-visual-discipline/","","art, architecture, graphic-design, photography, fashion, design, visual culture, VANSMITHLAB"
"Contact Printing — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b71007d1ae367695ec95.jpg","vansmithlab.com","","The image at negative scale · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/contact-printing-image-at-negative-scale/","","photography, art, graphic-design, design, visual culture, VANSMITHLAB"
"Contact Sheet — Photography as a Process of Selection — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e3eca3956f79dddb7b0c.jpg","vansmithlab.com","","A series becomes a story when frames can be seen together and exclusion begins. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/contact-sheet-photography-as-process-of-selection/","","image-grammar, design, visual culture, VANSMITHLAB"
"ControlNet and controlled generation — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/063a7fe7a1c68d22a863.jpg","vansmithlab.com","","A generative model receives a spatial condition — pose, edge, or depth — and stops being a lottery. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/controlnet-controlled-generation/","","technology, image-grammar, design, visual culture, VANSMITHLAB"
"Cooper Hewitt, Smithsonian Design Museum — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ffa04a5db2609f30ec91.jpg","vansmithlab.com","","A cultural institution in New York since 1897. It collects historical and contemporary design across a long timeline. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/cooper-hewitt/","","art, architecture, graphic-design, product-design, fashion, media-publishing, design, visual culture, VANSMITHLAB"
"Corset Construction — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7c4a30839888928085f3.jpg","vansmithlab.com","","Engineering the body in contemporary fashion · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/modern-corsetry/","","fashion, design, visual culture, VANSMITHLAB"
"Cotton — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/965574790b10b1d5f704.jpg","vansmithlab.com","","Textiles: plant fibre, shirt, denim, home, labour and global everyday life. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/cotton-fibre-everyday-textile-global-code/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Couture Embroidery — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4d430f3e18254075f0c5.jpg","vansmithlab.com","","The Lunéville hook and the French ateliers · VANSMITHLAB · AI illustration","https://vansmithlab.com/en/encyclopedia/couture-embroidery-luneville/","","fashion, design, visual culture, VANSMITHLAB"
"Cristóbal Balenciaga — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d7ab5d24075b8152fe93.jpg","vansmithlab.com","","The architect of the fashion silhouette: how a Basque tailor turned fabric, cutting and the emptiness around the body into one of the principal languages of twentieth-century haute couture · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/designers/cristobal-balenciaga/","","fashion, design, visual culture, VANSMITHLAB"
"Cyanotype — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/abdafc68f165d9b67eba.jpg","vansmithlab.com","","Process, colour and contemporary application · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/cyanotype-technique-colour-contemporary-use/","","photography, art, graphic-design, fashion, design, visual culture, VANSMITHLAB"
"David Carson — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/daed2bcc4f5a32d8443a.jpg","vansmithlab.com","","Intuition, illegibility and editorial design as experience · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/david-carson-intuition-illegibility-editorial-design-as-experience/","","graphic-design, media-publishing, photography, art, design, visual culture, VANSMITHLAB"
"David Chipperfield — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5f3cbc9af478dcc9d94a.jpg","vansmithlab.com","","Precision, reconstruction and the architecture of public continuity · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/david-chipperfield/","","architecture, architects, design, visual culture, VANSMITHLAB"
"David Downton — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/41c3730a51f07d4f24d2.jpg","vansmithlab.com","","Line after photography: fashion illustration as live observation of a person · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/illustrators/david-downton-fashion-illustration-line/","","fashion, graphic-design, art, media-publishing, design, visual culture, VANSMITHLAB"
"David Hockney — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d464ae8231916c7e371b.jpg","vansmithlab.com","","Vision, colour and the expansion of the picture · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/artists/david-hockney/","","art, photography, design, visual culture, VANSMITHLAB"
"Dazed — Youth Culture, Provocation and the Magazine as a Future Laboratory — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3ffc6a54e53fe78ea139.jpg","vansmithlab.com","","How Dazed turned fashion, music, art and youth culture into a laboratory of future visibility. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/dazed-youth-culture-provocation-magazine-future-laboratory/","","graphic-design, fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"De Stijl — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/0f2507de2d16ec04d3a3.jpg","vansmithlab.com","","Grid, Primary Colors and Universal Order · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/de-stijl-grid-primary-colors-universal-order/","","art, architecture, product-design, interior-design, graphic-design, photography, fashion, media-publishing, design, visual culture, VANSMITHLAB"
"Deconstructivism — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2a036dc6a8f14cc2a368.jpg","vansmithlab.com","","Fracture, tension and unstable form · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/deconstructivism-fracture-tension-unstable-form/","","architecture, interior-design, product-design, fashion, graphic-design, photography, design, visual culture, VANSMITHLAB"
"Design Language — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a5353ba3d9d25d85c6fb.jpg","vansmithlab.com","","A curated collection of movements, principles and authors that shaped a shared professional vocabulary of visual design. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/collections/yazyk-dizayna/","","graphic-design, editorial-design, typography, design, visual culture, VANSMITHLAB"
"Design Museum London — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2bc1849af468a740ff45.jpg","vansmithlab.com","","A cultural institution in London since 1989. It presents contemporary design to broad audiences through exhibitions, education, collections and programmes connecting products, graphics, fashion, architecture and technology. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/design-museum-london/","","art, architecture, graphic-design, product-design, fashion, media-publishing, design, visual culture, VANSMITHLAB"
"Design Systems — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4b4342fe9c8f820f1638.jpg","vansmithlab.com","","Organisations, authors and movements that turned a method into reproducible practice — from Swiss typography to parametric architecture. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/collections/sistemy-dizayna/","","graphic-design, architecture, product-design, identity-design, design, visual culture, VANSMITHLAB"
"Desktop Publishing — How the Computer Changed the Magazine — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c0cf49f64b8d0309eb6b.jpg","vansmithlab.com","","Type, grid, image and print output converged on one desktop. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/desktop-publishing-how-computer-changed-magazine/","","technology, design, visual culture, VANSMITHLAB"
"Diana Vreeland — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2aded25c4684c736e8be.jpg","vansmithlab.com","","The editor who established that a magazine produces not a report on fashion but a fiction with a logic of its own. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/fashion-editors/diana-vreeland-editor-as-author-of-fantasy/","","media-publishing, fashion-systems, design, visual culture, VANSMITHLAB"
"Dieter Rams — EN | VANSMITHLAB","https://vansmithlab.com/images/glossary/industrial-designers/dieter-rams-less-but-better-industrial-design-portrait-ai-v1-card-v2.jpg","vansmithlab.com","","Less, but better — industrial design as a system of responsibility · VANSMITHLAB ? original AI editorial portrait, 2026","https://vansmithlab.com/en/glossary/industrial-designers/dieter-rams-less-but-better-industrial-design/","","product-design, interior-design, design, visual culture, VANSMITHLAB"
"Diffusion Models — A New Mechanism of Image Synthesis — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c80bead2e4430ada2c9e.jpg","vansmithlab.com","","An image emerges through iterative denoising in a learned probabilistic process. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/diffusion-models-new-mechanism-of-image-synthesis/","","technology, design, visual culture, VANSMITHLAB"
"Digital Photography — Sensor, RAW and a New Production Chain — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2bbc9c42e93e6b887e21.jpg","vansmithlab.com","","The frame became a data pipeline from sensor and RAW to colour, metadata and archive. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/digital-photography-sensor-raw-production-chain/","","technology, design, visual culture, VANSMITHLAB"
"Digital twin — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/81ee38a057a119b9b18a.jpg","vansmithlab.com","","A model of an object linked to it by a data stream and updated together with the original. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/digital-twin/","","technology, industrial-design, design, visual culture, VANSMITHLAB"
"Dimorestudio — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2413a6ac4cc41968a9d6.jpg","vansmithlab.com","","A studio in Milan since 2003. It builds interiors as layered scenes of memory. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/dimorestudio/","","interior-design, architecture, product-design, design, visual culture, VANSMITHLAB"
"Dinamo — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/64a28a7152fb91ef9b92.jpg","vansmithlab.com","","A type studio in Berlin since 2013. It connects type design with software, research, publishing and unconventional distribution models. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/dinamo/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Display systems — the vitrine as an architecture of attention — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/8f8c40e22658dfe93f63.jpg","vansmithlab.com","","A glass case solves four incompatible problems at once: conservation, security, visibility, and explanation. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/display-systems-vitrine-as-architecture-of-attention/","","space-typologies, materials, design, visual culture, VANSMITHLAB"
"DIVISION — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a78fd1eeb4ef0e016158.jpg","vansmithlab.com","","A company in Paris since 2010. It connects production, director and photographer representation. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/division/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Donald Norman — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3b6c236d086c338d1fbc.jpg","vansmithlab.com","","User error as a defect of design rather than a property of the user. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/critics-theorists/donald-norman-affordance-and-error/","","technology, industrial-design, design, visual culture, VANSMITHLAB"
"Draping — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/98d2126d9b8a79e03b60.jpg","vansmithlab.com","","Creating form without rigid construction · VANSMITHLAB · AI illustration","https://vansmithlab.com/en/encyclopedia/draping-soft-construction/","","fashion, design, visual culture, VANSMITHLAB"
"Droga5 — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b1c42e113c965c818cf9.jpg","vansmithlab.com","","An advertising agency in New York since 2006. It combines strategy, cultural observation and strong narrative devices, often turning an advertising problem into an event or fictional story. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/droga5/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"E-1027 — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/8952879418cd0c1e82c1.jpg","vansmithlab.com","","Eileen Gray and Jean Badovici: the house as a precise calibration of body, climate, furniture, and everyday action. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/e-1027/","","space-typologies, design, visual culture, VANSMITHLAB"
"Eames House — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d34606ae2d284d593598.jpg","vansmithlab.com","","Case Study House No. 8: industrial system, home-studio, collection of things, and laboratory of everyday creativity. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/eames-house-case-study-house-8/","","space-typologies, design, visual culture, VANSMITHLAB"
"Eames Lounge Chair — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c7c6a2008c2b7c4961f6.jpg","vansmithlab.com","","Moulded plywood, comfort and postwar luxury · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/eames-lounge-chair/","","object-space, design, visual culture, VANSMITHLAB"
"Eames: plywood, house, film, and experiment as one method — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/599430dda31db5653788.jpg","vansmithlab.com","","Object, house, educational film, and prototype are linked by one practice: testing an idea through material and media. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/eames-plywood-house-film-and-experiment-as-method/","","industrial-design, image-grammar, design, visual culture, VANSMITHLAB"
"Editorial Photography — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/23234d83ab866d7be6a5.jpg","vansmithlab.com","","An image exists inside a topic, text, sequence and publication position. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/editorial-photography-image-as-argument/","","image-grammar, design, visual culture, VANSMITHLAB"
"Eduardo Souto de Moura — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/1ec9a14c9897ef81a63e.jpg","vansmithlab.com","","Stone, topography, and the architecture of precise resistance · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/eduardo-souto-de-moura/","","architecture, architects, materials-techniques, design, visual culture, VANSMITHLAB"
"Edward Enninful — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d202e655fe0844111e31.jpg","vansmithlab.com","","Casting as the principal editorial instrument: who is in frame determines what a publication is about. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/fashion-editors/edward-enninful-casting-as-editorial-politics/","","media-publishing, fashion-systems, design, visual culture, VANSMITHLAB"
"Eero Saarinen — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/437bd8e3ed4fd24dbbef.jpg","vansmithlab.com","","Architecture of movement, corporate modernism, and expressive structure · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/eero-saarinen/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Ettore Sottsass — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ba52c20df7354c2c5efd.jpg","vansmithlab.com","","From Olivetti to Memphis: the object as carrier of emotion, sign and cultural conflict · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/industrial-designers/ettore-sottsass-radical-design-memphis/","","product-design, interior-design, architecture, graphic-design, art, design, visual culture, VANSMITHLAB"
"Experimental Jetset — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/dada7f7a1223c2c87bf6.jpg","vansmithlab.com","","A design studio in Amsterdam since 1997. It treats graphic design as a system of language, print, typography and cultural reference. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/experimental-jetset/","","graphic-design, product-design, media-publishing, design, visual culture, VANSMITHLAB"
"Faber Futures — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/8849c8e7a5c193885e0a.jpg","vansmithlab.com","","A research organisation in London since 2018. It connects biotechnology, design and systems research. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/faber-futures/","","product-design, architecture, art, design, visual culture, VANSMITHLAB"
"Fabien Baron — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e4f4e657161ec9963342.jpg","vansmithlab.com","","Minimalism, provocation and the luxury image system · VANSMITHLAB · AI illustration","https://vansmithlab.com/en/glossary/art-directors/fabien-baron/","","graphic-design, media-publishing, photography, product-design, interior-design, fashion, art-direction-graphic-design, design, visual culture, VANSMITHLAB"
"Fashion Photography — Not a Genre but a Production System — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/9aa6dfca8f863ec46e0f.jpg","vansmithlab.com","","Clothing becomes an image through team, editorial context, pose, light, printing and distribution. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/fashion-photography-as-production-system/","","image-grammar, design, visual culture, VANSMITHLAB"
"Fendi: fur, family, and the longest authorship in fashion — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/001db5d44dcda8c6d94b.jpg","vansmithlab.com","","A Roman workshop where one appointed designer worked for over half a century and turned fur craft into a laboratory. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/fendi/","","fashion-systems, materials, design, visual culture, VANSMITHLAB"
"Fibreglass composite — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/aec42336c34f8b4bbe14.jpg","vansmithlab.com","","Composites: glass fibre, resin, shell, chair, boat and affordable lightness of form. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/fiberglass-composite-shell-lightness-industrial-form/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Field Operations — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/8599c4f9a19a0b2d0de7.jpg","vansmithlab.com","","A landscape practice in New York since 1998. It treats landscape as infrastructure capable of changing neighbourhood economics, ecology, movement and urban image simultaneously. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/field-operations/","","architecture, design, visual culture, VANSMITHLAB"
"FIELD.IO — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d689e9f06d0f08c6e081.jpg","vansmithlab.com","","A studio in London since 2009. It uses computational design, motion and data to create graphic systems, digital products and spaces that change over time. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/field-io/","","graphic-design, art, media-publishing, design, visual culture, VANSMITHLAB"
"Formafantasma — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ba03e567f4e51165417d.jpg","vansmithlab.com","","A design studio in Amsterdam and Milan since 2009. It begins projects not with object form but with research into raw materials, supply chains, ecology, politics and material history. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/formafantasma/","","graphic-design, product-design, media-publishing, design, visual culture, VANSMITHLAB"
"Franca Sozzani — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4f03b369b1fcbe73c66c.jpg","vansmithlab.com","","A fashion magazine using its own circulation and authority to pose a public question. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/fashion-editors/franca-sozzani-magazine-as-social-argument/","","media-publishing, fashion-systems, design, visual culture, VANSMITHLAB"
"Francis Bacon — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b0bc6f15ef549974445d.jpg","vansmithlab.com","","Deformation, chance and the brutality of fact · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/artists/francis-bacon/","","art, design, visual culture, VANSMITHLAB"
"Frank Gehry — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/841e970d3497a2559f6f.jpg","vansmithlab.com","","Architecture of movement, collage, and digital production · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/frank-gehry/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Frank Lloyd Wright — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7a41dfeea453b858041a.jpg","vansmithlab.com","","Organic architecture, the prairie house, and the invention of American space · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/frank-lloyd-wright/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Frei Otto — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c662934401d2ccfb316a.jpg","vansmithlab.com","","Lightweight structures, natural processes, and the architecture of minimal material · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/frei-otto/","","architecture, architects, materials-techniques, design, visual culture, VANSMITHLAB"
"From Bauhaus to Apple — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/288e4efbd2b582d00e63.jpg","vansmithlab.com","","How school, object, and interface turned out to be one discipline: a line from the teaching workshop to the screen environment. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/collections/ot-bauhausa-do-apple/","","history-movements, industrial-design, graphic-design, design, visual culture, VANSMITHLAB"
"From craft to digital craft — where mastery begins — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/afdc99d2776fb7e4d92f.jpg","vansmithlab.com","","Digital craft begins where an author governs the constraints of a tool as finely as a maker governs material. · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/en/analysis/from-craft-to-digital-craft-where-mastery-begins/","","image-grammar, materials, design, visual culture, VANSMITHLAB"
"From workshop to algorithm — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ca24a5af72e66b974963.jpg","vansmithlab.com","","How craft changes when the tool starts proposing form. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/collections/ot-masterskoy-k-algoritmu/","","image-grammar, industrial-design, design, visual culture, VANSMITHLAB"
"Fumihiko Maki — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/1fc5c4a06938f637ca4a.jpg","vansmithlab.com","","Collective form, light, and the architecture of the long-term city · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/fumihiko-maki/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Fuseproject — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3d58f5a7c97cec3f0d83.jpg","vansmithlab.com","","An industrial and product design studio in San Francisco since 1999. It connects industrial design, engineering, brand and entrepreneurship. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/fuseproject/","","product-design, design, visual culture, VANSMITHLAB"
"Gabrielle Chanel — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/fe84cb8e6ccb583d1ee3.jpg","vansmithlab.com","","Creating the modern women's wardrobe: how comfort, menswear cutting, knitwear, black and a managed legend formed one of the most durable languages of twentieth-century fashion · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/designers/gabrielle-chanel/","","fashion, design, visual culture, VANSMITHLAB"
"Gaetano Pesce — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c6c60d3cb46f2175f6ef.jpg","vansmithlab.com","","Industrial production tuned so that every example in a series differs from the next. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/designers/gaetano-pesce-difference-inside-the-series/","","industrial-design, materials, design, visual culture, VANSMITHLAB"
"Generative Design — Form Through Constraints and Variants — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4cbf52afa04777904d31.jpg","vansmithlab.com","","The designer sets goals and boundaries while the system explores a space of feasible solutions. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/generative-design-form-through-constraints-and-variants/","","technology, design, visual culture, VANSMITHLAB"
"Geoffrey Bawa — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c1cab9a1461f8bdcf5c9.jpg","vansmithlab.com","","Tropical modernism, landscape and the architecture of sequential experience · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/geoffrey-bawa/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Germano Celant — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e5aaf34bd28a037d2c3f.jpg","vansmithlab.com","","The critic who gave a movement its name and thereby made it exist for history. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/curators/germano-celant-naming-a-movement/","","history-movements, space-typologies, design, visual culture, VANSMITHLAB"
